VISIT,VISITNUM,TRTA,TRTAN,PARAM,PARAMCD,comment,lsmeans,lsmeans_stderr,covariatestructure,Effect
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Basophils (GI/L),BASO,,0.003472,0.01680,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Basophils (GI/L),BASO,,-0.01100,0.002566,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00816,0.002984,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00118,0.003144,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Basophils (GI/L),BASO,,-0.00657,0.002545,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00840,0.003342,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00737,0.003391,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Basophils (GI/L),BASO,,-0.00773,0.002279,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00493,0.003048,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Basophils (GI/L),BASO,,-0.00255,0.002865,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Basophils (GI/L),BASO,,0.01294,0.01672,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.01214,0.01680,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Basophils (GI/L),BASO,,-0.01008,0.002740,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,-0.00825,0.003819,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Basophils (GI/L),BASO,,0.000148,0.003701,Compound Symmetry,TRTAN*VISITNUM
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Eosinophils (GI/L),EOS,,0.04113,0.04148,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.03647,0.04251,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.02535,0.04280,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.08787,0.06993,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.01090,0.09826,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Eosinophils (GI/L),EOS,,-0.01984,0.1040,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Eosinophils (GI/L),EOS,,-0.01737,0.01465,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.02073,0.01482,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,-0.00495,0.01491,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Eosinophils (GI/L),EOS,,-0.00335,0.1035,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,-0.07579,0.09676,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Eosinophils (GI/L),EOS,,-0.01747,0.01472,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.01864,0.01542,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.02550,0.01547,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Eosinophils (GI/L),EOS,,0.02665,0.1035,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,-0.03080,0.09709,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Eosinophils (GI/L),EOS,,-0.01630,0.01517,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.06835,0.01620,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.1025,0.01580,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.08265,0.07034,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.02414,0.09710,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Eosinophils (GI/L),EOS,,-0.02034,0.01519,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1497,0.01634,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.09522,0.01651,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Eosinophils (GI/L),EOS,,-0.02539,0.06883,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1473,0.09998,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Eosinophils (GI/L),EOS,,-0.03094,0.01572,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.09268,0.01677,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.1084,0.01657,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Eosinophils (GI/L),EOS,,-0.02723,0.06920,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.08108,0.09707,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Eosinophils (GI/L),EOS,,-0.03910,0.01554,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.05775,0.01790,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.07784,0.01879,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Eosinophils (GI/L),EOS,,-0.04533,0.01542,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.05319,0.01990,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.02209,0.02017,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Eosinophils (GI/L),EOS,,-0.03298,0.01397,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.03663,0.01827,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.04329,0.01725,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Eosinophils (GI/L),EOS,,-0.09298,0.09659,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.07872,0.09709,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Eosinophils (GI/L),EOS,,-0.04380,0.01650,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.03270,0.02257,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.01931,0.02192,Compound Symmetry,TRTAN*VISITNUM
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Hematocrit,HCT,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Hematocrit,HCT,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Hematocrit,HCT,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Hematocrit,HCT,,-0.01094,0.008676,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00816,0.009571,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00651,0.008726,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.02818,0.01442,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Hematocrit,HCT,,-0.01305,0.02024,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Hematocrit,HCT,,-0.03214,0.02350,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Hematocrit,HCT,,-0.00382,0.002906,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00842,0.002949,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00548,0.002978,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Hematocrit,HCT,,-0.01544,0.02127,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.04254,0.01994,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Hematocrit,HCT,,-0.00448,0.002950,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01388,0.003084,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00815,0.003125,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Hematocrit,HCT,,-0.03544,0.02127,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.09467,0.02000,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Hematocrit,HCT,,-0.00821,0.003028,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01180,0.003249,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00561,0.003121,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.02469,0.01454,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Hematocrit,HCT,,-0.03028,0.02001,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Hematocrit,HCT,,-0.00480,0.003032,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01120,0.003324,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00716,0.003301,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Hematocrit,HCT,,-0.01369,0.01420,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.03236,0.02086,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Hematocrit,HCT,,-0.00754,0.003149,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.01370,0.003367,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00651,0.003315,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Hematocrit,HCT,,0.001230,0.01427,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Hematocrit,HCT,,-0.01403,0.02000,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Hematocrit,HCT,,-0.00003,0.003095,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00900,0.003588,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00839,0.003787,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Hematocrit,HCT,,-0.00484,0.003083,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00552,0.004008,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Hematocrit,HCT,,-0.01030,0.004078,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Hematocrit,HCT,,-0.00271,0.002760,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00781,0.003665,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00403,0.003460,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Hematocrit,HCT,,-0.01304,0.01991,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00461,0.02000,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Hematocrit,HCT,,-0.00233,0.003321,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Hematocrit,HCT,,-0.00361,0.004573,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Hematocrit,HCT,,-0.00948,0.004444,Compound Symmetry,TRTAN*VISITNUM
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Hemoglobin (mmol/L),HGB,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.2799,0.1322,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.01254,0.1353,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.00059,0.1358,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.01355,0.2235,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.2746,0.3143,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.2973,0.3320,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.1777,0.04557,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.1854,0.04605,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.1604,0.04657,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.5134,0.3307,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.5538,0.3096,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.2520,0.04579,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.3045,0.04797,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.1820,0.04840,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.7616,0.3307,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-1.7839,0.3106,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.2034,0.04726,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.3058,0.05056,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.2323,0.04892,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.4153,0.2248,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.7158,0.3107,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.1865,0.04733,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.2614,0.05100,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.1982,0.05172,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.1189,0.2201,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.4048,0.3196,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.2718,0.04907,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.3149,0.05240,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.1867,0.05193,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.02948,0.2212,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.2459,0.3106,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.1505,0.04847,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.2958,0.05611,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.2587,0.05921,Compound Symmetry,TRTAN*VISITNUM
