reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAM,PARAMCD,comment,pval_interaction,lsmeans_difference,lowerci95,upperci95,covariatestructure
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,Basophils (GI/L),BASO,,0.9225,0.000397,-0.00761,0.008409,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,0.4683,0.003206,-0.00546,0.01187,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,0.6445,-0.00227,-0.01192,0.007379,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,Basophils (GI/L),BASO,,0.1937,0.005475,-0.00279,0.01374,Compound Symmetry
Placebo,0,UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,0.2213,-0.02744,-0.07143,0.01655,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,0.5960,0.002348,-0.00634,0.01103,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,Basophils (GI/L),BASO,,0.0961,-0.00836,-0.01820,0.001489,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,Basophils (GI/L),BASO,,0.0137,0.01070,0.002196,0.01921,Compound Symmetry
,,,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,,,First Order Autoregressive
,,,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous Compound Symmetry
,,,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous First Order Autoregressive
,,,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,,,Toeplitz
,,,,,,Basophils (GI/L),BASO,Did not converge or Unable to make Hessian positive definite,,,,,Unstructured
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.9045,-0.00694,-0.1203,0.1065,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.9781,-0.00160,-0.1158,0.1126,Compound Symmetry
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.9267,-0.00533,-0.1191,0.1084,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.5800,0.06648,-0.1691,0.3021,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.0253,0.03983,0.004930,0.07473,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1225,0.02791,-0.00752,0.06334,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.5031,0.01192,-0.02300,0.04684,Compound Symmetry
Placebo,0,UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.6358,-0.06684,-0.3437,0.2100,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.0365,0.03860,0.002429,0.07477,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.7753,-0.00542,-0.04266,0.03182,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.0171,0.04402,0.007839,0.08020,Compound Symmetry
Placebo,0,UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.6840,-0.05755,-0.3349,0.2198,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,<.0001,0.09062,0.05256,0.1287,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1559,-0.02848,-0.06783,0.01087,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,<.0001,0.1191,0.08147,0.1567,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.5956,0.06338,-0.1708,0.2976,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,<.0001,0.1790,0.1404,0.2176,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.0014,0.06647,0.02565,0.1073,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,<.0001,0.1125,0.07372,0.1513,Compound Symmetry
Placebo,0,UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1901,0.1584,-0.07866,0.3955,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,<.0001,0.1362,0.09550,0.1768,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.7306,0.007578,-0.03559,0.05075,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,<.0001,0.1286,0.08809,0.1691,Compound Symmetry
Placebo,0,UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.4317,0.09339,-0.1396,0.3264,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,<.0001,0.1031,0.06051,0.1458,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.8994,0.003104,-0.04503,0.05124,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,<.0001,0.1000,0.05648,0.1436,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,<.0001,0.09937,0.05282,0.1459,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.1620,0.03778,-0.01519,0.09074,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.0083,0.06159,0.01590,0.1073,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.0050,0.07154,0.02159,0.1215,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.9594,0.001456,-0.05463,0.05754,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.0037,0.07008,0.02277,0.1174,Compound Symmetry
Placebo,0,UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.2143,0.1697,-0.09826,0.4376,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.0020,0.07911,0.02905,0.1292,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,Eosinophils (GI/L),EOS,,0.4663,0.02130,-0.03605,0.07865,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,Eosinophils (GI/L),EOS,,0.0206,0.05781,0.008893,0.1067,Compound Symmetry
,,,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,,,First Order Autoregressive
,,,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous Compound Symmetry
,,,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous First Order Autoregressive
,,,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,,,Toeplitz
,,,,,,Eosinophils (GI/L),EOS,Did not converge or Unable to make Hessian positive definite,,,,,Unstructured
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.8082,0.003002,-0.02125,0.02725,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.7713,-0.00360,-0.02792,0.02071,Compound Symmetry
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Hematocrit,HCT,,0.5750,0.006606,-0.01650,0.02971,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Hematocrit,HCT,,0.6086,-0.01229,-0.05936,0.03478,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,Hematocrit,HCT,,0.2519,-0.00443,-0.01200,0.003149,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,Hematocrit,HCT,,0.4863,-0.00273,-0.01043,0.004967,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,Hematocrit,HCT,,0.6630,-0.00169,-0.00931,0.005928,Compound Symmetry
Placebo,0,UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.0519,0.05517,-0.00045,0.1108,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,Hematocrit,HCT,,0.0170,-0.00960,-0.01748,-0.00172,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,Hematocrit,HCT,,0.1260,-0.00632,-0.01441,0.001777,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,Hematocrit,HCT,,0.4157,-0.00328,-0.01120,0.004629,Compound Symmetry
Placebo,0,UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.0461,-0.05670,-0.1124,-0.00097,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,Hematocrit,HCT,,0.3918,-0.00360,-0.01183,0.004640,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,Hematocrit,HCT,,0.1641,-0.00599,-0.01443,0.002451,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,Hematocrit,HCT,,0.5620,0.002394,-0.00570,0.01049,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.8333,0.005022,-0.04179,0.05183,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,Hematocrit,HCT,,0.0911,-0.00723,-0.01561,0.001158,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,Hematocrit,HCT,,0.2646,-0.00500,-0.01378,0.003787,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,Hematocrit,HCT,,0.6004,-0.00223,-0.01058,0.006122,Compound Symmetry
Placebo,0,UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Hematocrit,HCT,,0.3177,-0.02446,-0.07247,0.02355,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,Hematocrit,HCT,,0.1546,-0.00633,-0.01504,0.002387,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,Hematocrit,HCT,,0.0788,-0.00823,-0.01740,0.000948,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,Hematocrit,HCT,,0.6673,0.001902,-0.00678,0.01058,Compound Symmetry
Placebo,0,UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Hematocrit,HCT,,0.4749,-0.01692,-0.06336,0.02952,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,Hematocrit,HCT,,0.1758,-0.00623,-0.01525,0.002792,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,Hematocrit,HCT,,0.6128,0.002602,-0.00748,0.01269,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,Hematocrit,HCT,,0.0609,-0.00883,-0.01806,0.000404,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,Hematocrit,HCT,,0.8965,0.000648,-0.00913,0.01042,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,Hematocrit,HCT,,0.3698,0.005034,-0.00597,0.01604,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,Hematocrit,HCT,,0.3729,-0.00439,-0.01404,0.005267,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,Hematocrit,HCT,,0.3821,-0.00464,-0.01504,0.005769,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,Hematocrit,HCT,,0.5365,-0.00366,-0.01526,0.007946,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,Hematocrit,HCT,,0.8465,-0.00098,-0.01092,0.008962,Compound Symmetry
Placebo,0,UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Hematocrit,HCT,,0.7258,0.009533,-0.04379,0.06286,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,Hematocrit,HCT,,0.8695,-0.00088,-0.01132,0.009574,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,Hematocrit,HCT,,0.3329,0.005846,-0.00600,0.01769,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,Hematocrit,HCT,,0.1993,-0.00672,-0.01699,0.003546,Compound Symmetry
,,,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,,,First Order Autoregressive
,,,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous Compound Symmetry
,,,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous First Order Autoregressive
,,,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,,,Toeplitz
,,,,,,Hematocrit,HCT,Did not converge or Unable to make Hessian positive definite,,,,,Unstructured
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.1064,0.2948,-0.06314,0.6528,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.9569,-0.00996,-0.3713,0.3514,Compound Symmetry
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.0959,0.3048,-0.05405,0.6636,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.3661,0.3384,-0.3959,1.0727,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.9837,-0.00123,-0.1192,0.1168,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.8002,-0.01554,-0.1359,0.1049,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.8132,0.01431,-0.1045,0.1331,Compound Symmetry
Placebo,0,UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.0226,1.0107,0.1419,1.8795,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.3375,-0.05959,-0.1815,0.06227,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.0425,-0.1301,-0.2557,-0.00438,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.2588,0.07046,-0.05191,0.1928,Compound Symmetry
Placebo,0,UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.0223,-1.0154,-1.8858,-0.1450,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.0801,-0.1138,-0.2413,0.01368,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.2400,-0.07884,-0.2104,0.05274,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.5872,-0.03495,-0.1612,0.09132,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.3890,0.3204,-0.4090,1.0498,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.1955,-0.08529,-0.2145,0.04391,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.2869,-0.07408,-0.2105,0.06233,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.8659,-0.01121,-0.1415,0.1191,Compound Symmetry
Placebo,0,UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.4071,-0.3128,-1.0529,0.4272,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.6604,-0.03026,-0.1654,0.1048,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.1174,-0.1145,-0.2578,0.02886,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.2221,0.08423,-0.05103,0.2195,Compound Symmetry
Placebo,0,UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.4802,-0.2608,-0.9853,0.4637,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.1045,-0.1166,-0.2575,0.02421,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.9643,0.003607,-0.1545,0.1617,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.1022,-0.1202,-0.2645,0.02399,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.4261,-0.06183,-0.2142,0.09052,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.4692,0.06362,-0.1088,0.2360,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.1022,-0.1254,-0.2759,0.02504,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.7139,0.03036,-0.1321,0.1928,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.8005,-0.02340,-0.2050,0.1582,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.4972,0.05376,-0.1015,0.2091,Compound Symmetry
Placebo,0,UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.9617,0.02039,-0.8120,0.8528,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.2191,-0.1020,-0.2648,0.06075,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,0.3948,0.08043,-0.1049,0.2658,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,0.0255,-0.1824,-0.3425,-0.02239,Compound Symmetry
,,,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,,,First Order Autoregressive
,,,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous Compound Symmetry
,,,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,,,Heterogeneous First Order Autoregressive
,,,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,,,Toeplitz
,,,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,,,Unstructured
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.5853,-0.1014,-0.4659,0.2631,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.3206,-0.1854,-0.5515,0.1807,Compound Symmetry
Placebo,0,UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.6519,0.08401,-0.2813,0.4493,Compound Symmetry
Xanomeline High Dose,81,UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.2285,0.4686,-0.2945,1.2316,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.0193,0.1281,0.02080,0.2355,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.8236,0.01239,-0.09668,0.1215,Compound Symmetry
