"PARAMCD","corr","weight","TRTA","VISIT","emmean","SE","df","lower.CL","upper.CL"
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.00599813688142937,0.00248501838392077,1433,-0.0108728006760431,-0.00112347308681563
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.00609397791432274,0.00251679431015587,1443,-0.0110309451060129,-0.00115701072263263
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.00585415474819606,0.00247818179142002,1433,-0.0107154077406372,-0.000992901755754878
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.00596686208821769,0.00248701858652623,1433,-0.0108454495219022,-0.0010882746545332
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.00588618556353065,0.00252070176492752,1443,-0.0108308176549437,-0.000941553472117583
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 6",-0.00950834905246971,0.00268679782942381,1433,-0.0147788276079944,-0.00423787049694504
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 6",-0.00987504048177097,0.00274598712156353,1433,-0.0152616259849501,-0.00448845497859181
"BASO","corSymm","hetroscedastic","Placebo","WEEK 6",-0.00998976010167519,0.00272434979057512,1443,-0.0153338700595224,-0.00464565014382798
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.00531725690228038,0.00294934037188055,1433,-0.0111027443746568,0.000468230570096042
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.00488457263318509,0.00299136101266405,1433,-0.0107524886693014,0.000983343402931213
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.00494568746987212,0.00295453358936757,1443,-0.0107413281142404,0.000849953174496136
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 6",0.000160995405420112,0.00289466811225097,1433,-0.00551724582430858,0.0058392366351488
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",0.000227143193167324,0.00293721219338053,1433,-0.00553455339178098,0.00598883977811562
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",8.96154277617152e-05,0.00291155521193913,1443,-0.00562171843060497,0.0058009492861284
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 8",-0.00997192141562332,0.0025489332920469,1433,-0.0149719620245876,-0.00497188080665904
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 8",-0.0103886895084106,0.00252713775377525,1433,-0.0153459755357652,-0.00543140348105601
"BASO","corSymm","hetroscedastic","Placebo","WEEK 8",-0.0102545025356515,0.00248094620812106,1443,-0.0151211497560527,-0.00538785531525023
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.00241312570275537,0.00284821048549575,1433,-0.00800023468469359,0.00317398327918284
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.00203486067270639,0.00279121622974531,1433,-0.00751016853606726,0.00344044719065447
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.0021890164636675,0.00275456273655657,1443,-0.00759239241813305,0.00321435949079804
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 8",0.00457374750752551,0.0028684260328908,1433,-0.00105301671302687,0.0102005117280779
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",0.00411031545345508,0.00281021284670926,1433,-0.00140225656921079,0.00962288747612096
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",0.00436724990642447,0.00278724802946098,1443,-0.00110024182344183,0.00983474163629077
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 12",-0.0124697055939892,0.00263934063235269,1433,-0.0176470911237829,-0.00729232006419558
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 12",-0.0129433835038949,0.00261121106327907,1433,-0.0180655894853968,-0.00782117752239294
"BASO","corSymm","hetroscedastic","Placebo","WEEK 12",-0.0128632643899735,0.00254942973955993,1443,-0.017864249544357,-0.00786227923558993
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.00832495095289132,0.00304024434838304,1433,-0.0142887575579995,-0.00236114434778318
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.00790753168116825,0.00295800258728604,1433,-0.0137100111356127,-0.00210505222672382
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.00843249534697128,0.00293430621417042,1443,-0.0141884577835021,-0.00267653291044041
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 12",8.03676273075193e-05,0.00303459679018019,1433,-0.00587236061005995,0.00603309586467498
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",9.77789738178421e-05,0.00293835026464322,1433,-0.00566615007541155,0.00586170802304724
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",0.000265602656231099,0.00293124835198516,1443,-0.005484361449318,0.0060155667617802
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 16",-0.0106845267483984,0.00301133034861648,1433,-0.0165916150496375,-0.00477743844715937
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 16",-0.0115101411167514,0.00278082209708375,1433,-0.0169650596331,-0.00605522260040284
"BASO","corSymm","hetroscedastic","Placebo","WEEK 16",-0.0112616680391491,0.00266418006232304,1443,-0.0164877484968839,-0.00603558758141426
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.0070091160388374,0.00382632063491263,1433,-0.0145149062520122,0.000496674174337427
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.00736388958369842,0.00343715783987528,1433,-0.0141062899565992,-0.000621489210797612
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.00771008410697929,0.00332062060028939,1443,-0.0142238444462832,-0.00119632376767539
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.00334363591811136,0.00397652845511186,1433,-0.0111440769183913,0.00445680508216861
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.00184413843997207,0.00354464087738958,1433,-0.00879737977682559,0.00510910289688145
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.00314096766500631,0.00345104137839699,1443,-0.00991056261901579,0.00362862728900317
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 20",-0.00748471046438344,0.00283010279075618,1433,-0.0130362990153574,-0.00193312191340946
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 20",-0.00812143088729795,0.00263591029631656,1433,-0.0132920873985109,-0.00295077437608497
"BASO","corSymm","hetroscedastic","Placebo","WEEK 20",-0.00852325952629723,0.00240550105916882,1443,-0.0132419128388744,-0.00380460621372009
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.00873059320839839,0.00404931764232138,1433,-0.0166738189936222,-0.000787367423174586
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.00923148342184975,0.00359731259012843,1433,-0.0162880466869231,-0.00217492015677642
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.00712020384275638,0.00337463472816148,1443,-0.0137399187990571,-0.000500488886455681
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.00851617149308294,0.00399139257920276,1433,-0.0163457702686186,-0.000686572717547303
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.0077793717668927,0.00350606409309015,1433,-0.0146569400805791,-0.000901803453206257
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.00707334232593532,0.00330014898263335,1443,-0.0135469453491166,-0.00059973930275409
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 24",-0.00655360972884466,0.00282853744781779,1433,-0.0121021276705236,-0.00100509178716568
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 24",-0.0077870351523185,0.00256496358158166,1433,-0.0128185211109502,-0.00275554919368684
"BASO","corSymm","hetroscedastic","Placebo","WEEK 24",-0.00788492681431792,0.00250846695122012,1443,-0.0128055589810545,-0.00296429464758132
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.00350705860270621,0.0042622295356501,1433,-0.0118679367902493,0.00485381958483692
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.00473134662513311,0.00363021763846864,1433,-0.0118524571180426,0.00238976386777641
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.00635327344136408,0.00350388891634541,1443,-0.0132265346186959,0.000519987735967729
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.00321637199291597,0.00398262152727551,1433,-0.0110287652903968,0.00459602130456482
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.00269159510635926,0.00336685635501098,1433,-0.00929609062302522,0.0039129004103067
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.00286235890066863,0.00329191940024742,1443,-0.00931981869828839,0.00359510089695113
"BASO","corCAR1","hetroscedastic","Placebo","WEEK 26",-0.00934808017149931,0.00269011892479362,1433,-0.0146250734568394,-0.00407108688615919
"BASO","corCompSymm","hetroscedastic","Placebo","WEEK 26",-0.0102500542512274,0.00251616664555059,1433,-0.0151858191242937,-0.0053142893781611
"BASO","corSymm","hetroscedastic","Placebo","WEEK 26",-0.0106231672614457,0.0025306985086182,1443,-0.015587409058517,-0.00565892546437432
"BASO","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.0087447992003329,0.00406021871663555,1433,-0.0167094087598682,-0.000780189640797593
"BASO","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.00826296463326298,0.00353968489615344,1433,-0.0152064842141509,-0.00131944505237509
"BASO","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.0100616729183415,0.00336946983817081,1443,-0.0166712563782661,-0.00345208945841686
"BASO","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.000888524574940572,0.00391865265597423,1433,-0.00857543520278307,0.00679838605290192
"BASO","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",0.000102285368577868,0.00342689330656346,1433,-0.00661997988209307,0.00682455061924881
"BASO","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.00105508489853702,0.00329086474940006,1443,-0.00751047588321841,0.00540030608614436
"EOS","corCAR1","hetroscedastic","Placebo","Overall",-0.0254742608354142,0.00944236442329891,1433,-0.0439965994577878,-0.00695192221304067
"EOS","corCompSymm","hetroscedastic","Placebo","Overall",-0.0277152295366219,0.0107905192354703,1433,-0.0488821367042218,-0.00654832236902203
"EOS","corSymm","hetroscedastic","Placebo","Overall",-0.027686186874247,0.0110160262233729,1443,-0.0492953266550111,-0.00607704709348297
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","Overall",0.0602477485725734,0.0110395641977154,1433,0.0385923096224552,0.0819031875226915
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","Overall",0.0626200594231746,0.0117621997833919,1433,0.0395470834644816,0.0856930353818676
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","Overall",0.0610557162392825,0.0122478987126003,1443,0.0370301238945881,0.0850813085839768
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","Overall",0.0521860196840747,0.0109601932691979,1433,0.0306862763996679,0.0736857629684814
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","Overall",0.0484328775681393,0.0117285429585518,1433,0.0254259235377151,0.0714398315985634
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","Overall",0.0485915977343964,0.0122090586335517,1443,0.0246421944510059,0.0725410010177869
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 2",-0.0165875866218174,0.0113238948067316,1433,-0.0388007744137308,0.005625601170096
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 2",-0.0164195012309844,0.0113340619529546,1433,-0.0386526331085869,0.00581363064661801
"EOS","corSymm","hetroscedastic","Placebo","WEEK 2",-0.0162059134122807,0.0108424156276153,1443,-0.037474497029227,0.00506267020466565
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 2",0.0236102563641576,0.0116714068534882,1433,0.000715381706876406,0.0465051310214387
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 2",0.0231791160313043,0.011659905490751,1433,0.000306802686601899,0.0460514293760067
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 2",0.023161591692216,0.0111775217096566,1443,0.00123566085936984,0.0450875225250622
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.0071265203602468,0.0116987580789427,1433,-0.0300750477507729,0.0158220070302794
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.00625055198525645,0.0116842434738185,1433,-0.0291706072242083,0.0166695032536954
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.00797043398382428,0.0111968854295788,1443,-0.0299343488702658,0.0139934809026172
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 4",-0.0172193680342134,0.0125848601969623,1433,-0.0419060917861788,0.00746735571775199
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 4",-0.0167546417271658,0.0123696983948582,1433,-0.04101929960892,0.00751001615458828
"EOS","corSymm","hetroscedastic","Placebo","WEEK 4",-0.0173044049411812,0.0121527214296414,1443,-0.0411432966399522,0.00653448675758981
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 4",0.0207884811989035,0.0132153967978918,1433,-0.00513511627585513,0.0467120786736622
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",0.0201559880715787,0.0130776919689075,1433,-0.00549748474392745,0.0458094608870848
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",0.0212215105502902,0.012856698546632,1443,-0.00399830922681394,0.0464413303273943
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 4",0.0273785105166584,0.0132509937304768,1433,0.0013850853578897,0.0533719356754271
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",0.0249348376835799,0.0130886925043832,1433,-0.000740214011322675,0.0506098893784824
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",0.0265192359000705,0.0128707926666017,1443,0.00127176896578494,0.051766702834356
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 6",-0.015674021594289,0.0200990823825267,1433,-0.0551008000153316,0.0237527568267536
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 6",-0.0146462813581119,0.0203994971811584,1433,-0.0546623597021377,0.0253697969859138
"EOS","corSymm","hetroscedastic","Placebo","WEEK 6",-0.0158415002263731,0.0200948380150362,1443,-0.0552597218912246,0.0235767214384784
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 6",0.0727885709701178,0.0218983768989608,1433,0.0298322589682131,0.115744882972023
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",0.0715724575030946,0.0221218374100613,1433,0.02817780071065,0.114967114295539
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",0.0731846809424679,0.0219331808830051,1443,0.0301603487624994,0.116209013122436
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 6",0.0990655944850527,0.0215718542705923,1433,0.0567497960684513,0.141381392901654
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",0.10051532076485,0.0217557422789398,1433,0.0578388038029231,0.143191837726777
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",0.0985631149491168,0.0216057459408764,1443,0.0561810822054507,0.140945147692783
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 8",-0.0184900694331637,0.0201220470945244,1433,-0.0579618959113367,0.0209817570450093
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 8",-0.0203301477406327,0.0199350365837528,1433,-0.0594351305077213,0.018774835026456
"EOS","corSymm","hetroscedastic","Placebo","WEEK 8",-0.0215841247546401,0.0201372381125113,1443,-0.0610855188461434,0.0179172693368632
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 8",0.155976433295522,0.0223260987880994,1433,0.112181093131637,0.199771773459407
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",0.154908363569154,0.0218909755137586,1433,0.111966570278543,0.197850156859766
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",0.15207472310385,0.022238525086565,1443,0.108451424886384,0.195698021321315
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 8",0.0915074701485331,0.0224430326238111,1433,0.0474827501382062,0.13553219015886
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",0.0931277297550426,0.0220252763879294,1433,0.0499224890738036,0.136332970436281
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",0.0914003943993793,0.022372799430512,1443,0.0475137023765177,0.135287086422241
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 12",-0.0270406720784241,0.0158799182131797,1433,-0.0581910502309917,0.00410970607414358
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 12",-0.0302756606095531,0.0163968171799255,1433,-0.0624399985360092,0.00188867731690296
"EOS","corSymm","hetroscedastic","Placebo","WEEK 12",-0.0308107120965186,0.0166010600048139,1443,-0.0633755062317886,0.00175408203875143
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 12",0.103162182389178,0.0181368288967509,1433,0.0675846012557119,0.138739763522644
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",0.10419933900415,0.0184340358140277,1433,0.0680387505945481,0.140359927413753
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",0.0999801281328191,0.0187409143633688,1443,0.0632177757304506,0.136742480535188
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 12",0.0961143007674216,0.018152676935926,1433,0.0605056317903879,0.131722969744455
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",0.0973320384673625,0.018323387905627,1433,0.0613884992983296,0.133275577636395
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",0.0960869969146171,0.0187407482730832,1443,0.0593249703165019,0.132849023512732
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 16",-0.0349552219642905,0.0139205125313693,1433,-0.0622619891408251,-0.00764845478775596
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 16",-0.0382926558308339,0.0137343241542799,1433,-0.0652341920108302,-0.0113511196508377
"EOS","corSymm","hetroscedastic","Placebo","WEEK 16",-0.0398278860801912,0.013807439851432,1443,-0.0669126888678821,-0.0127430832925004
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 16",0.0531938559234056,0.0173209276246318,1433,0.0192167637106305,0.0871709481361808
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",0.0628409967804985,0.0167263030564158,1433,0.0300303324995349,0.0956516610614622
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",0.0536481878677766,0.0164526159027124,1443,0.0213745830676531,0.0859217926679001
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 16",0.0690192270322005,0.0179566842545153,1433,0.0337950213791662,0.104243432685235
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",0.0598089111340284,0.0172122448355335,1433,0.0260450133428893,0.0935728089251674
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",0.0648245289139744,0.0168302172101352,1443,0.0318102178675108,0.0978388399604381
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 20",-0.0368501743717091,0.0145615266678513,1433,-0.0654143682228963,-0.00828598052052176
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 20",-0.0413818685322507,0.0132133411596485,1433,-0.0673014336242375,-0.0154623034402639
"EOS","corSymm","hetroscedastic","Placebo","WEEK 20",-0.0392720300037189,0.0135273898616261,1443,-0.0658074841195198,-0.0127365758879181
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 20",0.04615678955368,0.0202552551863036,1433,0.0064236593095682,0.0858899197977917
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",0.0543431395107548,0.0176552122028795,1433,0.0197103077102062,0.0889759713113035
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",0.0477111584886133,0.0180455886934797,1443,0.0123127634052558,0.0831095535719707
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 20",0.0374157159917957,0.0201351454532995,1433,-0.00208180449963016,0.0769132364832216
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",0.0176451383831636,0.0172403205369582,1433,-0.0161738332883655,0.0514641100546927
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",0.0175608205876574,0.0177874292210018,1443,-0.0173311664667623,0.0524528076420771
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 24",-0.0269975354373733,0.0137691023683781,1433,-0.0540072932861518,1.222241140518e-05
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 24",-0.0304217988619554,0.0133748114529417,1433,-0.0566581074427287,-0.00418549028118214
"EOS","corSymm","hetroscedastic","Placebo","WEEK 24",-0.0283930149995357,0.0136609923096918,1443,-0.0551905449235057,-0.00159548507556566
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 24",0.0359397853488562,0.0203040659862614,1433,-0.00388909317658815,0.0757686638743006
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",0.0389424283845875,0.0185218189822148,1433,0.00260964268481362,0.0752752140843614
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",0.0431800823416446,0.0190997398282709,1443,0.00571385456073772,0.0806463101225516
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 24",0.0451768751302738,0.0192711724385318,1433,0.00737414209066811,0.0829796081698794
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",0.0369363945558825,0.017259358975454,1433,0.0030800766870609,0.0707927124247041
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",0.0420598699218531,0.0180360914890502,1443,0.00668010464328034,0.0774396352004258
"EOS","corCAR1","hetroscedastic","Placebo","WEEK 26",-0.0354536979834476,0.013139294815484,1433,-0.0612280122252362,-0.00967938374165893
"EOS","corCompSymm","hetroscedastic","Placebo","WEEK 26",-0.0409145099381091,0.0122644877065148,1433,-0.0649727843433494,-0.0168562355328687
"EOS","corSymm","hetroscedastic","Placebo","WEEK 26",-0.0399360953537836,0.0125662281233693,1443,-0.0645861256395426,-0.0152860650680246
"EOS","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 26",0.0306133821093402,0.0195796967327915,1433,-0.00779455860869461,0.0690213228273749
"EOS","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",0.0334387059534485,0.0168909120694692,1433,0.000305141205675236,0.0665722707012218
"EOS","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",0.035339383033865,0.0173490412069857,1443,0.00130734199636608,0.0693714240713638
"EOS","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 26",0.011123003444983,0.0190054209867769,1433,-0.026158426014489,0.048404432904455
"EOS","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",0.0118460793546004,0.0163925435987484,1433,-0.020309875426052,0.0440020341352528
"EOS","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",0.00827985200672306,0.0168528288054616,1443,-0.0247788141560199,0.0413385181694661
"HCT","corCAR1","hetroscedastic","Placebo","Overall",-0.00399133678205307,0.00166103298803541,1415,-0.00724968870842209,-0.000732984855684047
"HCT","corCompSymm","hetroscedastic","Placebo","Overall",-0.00399691285996038,0.00214948106215704,1415,-0.00821342500031037,0.000219599280389608
"HCT","corSymm","hetroscedastic","Placebo","Overall",-0.00395308342997568,0.00214315830149794,1380,-0.00815728386120719,0.000251117001255838
